county_fips,county_name,type,total_2012,obama,romney,total_2016,clinton,trump,r_d_change,median_age,prop_white,prop_college,Winner
8067,La Plata,County,29184,15489,12794,31150,15525,12587,-0.0019726964004111447,39,0.794,0.43,Clinton
8069,Larimer,County,180180,92747,82376,195981,93113,83430,0.008151256798064395,35.6,0.8340000000000001,0.45299999999999996,Clinton
8071,Las Animas,County,6862,3445,3263,6793,2650,3710,0.18256586505310493,45.7,0.529,0.18899999999999997,Trump
8073,Lincoln,County,2287,552,1687,2436,409,1892,0.1125015526467511,37.5,0.67,0.13699999999999998,Trump
8075,Logan,County,9124,2712,6179,9722,1851,7282,0.1786430636670956,37.1,0.785,0.16699999999999998,Trump
8077,Mesa,County,72947,23846,47472,77654,21729,49779,0.03733872869621224,38.8,0.82,0.261,Trump
8079,Mineral,County,650,291,344,652,237,344,0.08257196790939123,61.2,0.845,0.425,Trump
8081,Moffat,County,6168,1330,4695,6525,874,5305,0.1335227425197908,37.7,0.8190000000000001,0.18899999999999997,Trump
8083,Montezuma,County,12318,4542,7401,12858,3973,7853,0.06965829382008296,43.4,0.732,0.27,Trump
8085,Montrose,County,20130,6138,13552,21186,5466,14382,0.05253794262527217,44.6,0.764,0.23800000000000002,Trump
8087,Morgan,County,10777,3912,6602,11960,3151,8145,0.16795288678385129,36.6,0.599,0.161,Trump
8089,Otero,County,8192,3647,4382,8452,2943,4928,0.14513397577866186,40.3,0.5479999999999999,0.171,Trump
8091,Ouray,County,3202,1646,1481,3310,1697,1351,-0.053001428487859735,53.3,0.9159999999999999,0.545,Clinton
8093,Park,County,9366,3862,5236,10417,3421,6135,0.11383483005930103,50,0.9,0.305,Trump
8095,Phillips,County,2265,588,1637,2332,436,1791,0.11791165434174306,41,0.7929999999999999,0.204,Trump
8097,Pitkin,County,10075,6849,3024,10523,7333,2550,-0.07487557091650127,43.2,0.861,0.604,Clinton
8099,Prowers,County,4863,1519,3230,5016,1186,3531,0.11566355952131468,37.5,0.607,0.154,Trump
8101,Pueblo,County,76194,42551,31894,78646,35875,36265,0.14482558605551277,38.8,0.527,0.212,Trump
8103,Rio Blanco,County,3369,568,2724,3450,436,2791,0.042656187489514275,35.7,0.878,0.218,Trump
8105,Rio Grande,County,5533,2478,2918,5534,2001,3085,0.116357151633028,40.8,0.528,0.226,Trump
8107,Routt,County,13317,7547,5469,13986,7600,5230,-0.013414019045918102,40,0.899,0.494,Clinton
8109,Saguache,County,2932,1865,964,2835,1417,1147,0.21206067693107256,47.5,0.575,0.255,Clinton
8111,San Juan,County,506,266,212,506,265,215,0.007905138339920945,49,0.759,0.284,Clinton
8113,San Miguel,County,4256,2992,1154,4329,2975,1033,-0.016741546346809466,41.4,0.87,0.551,Clinton
8115,Sedgwick,County,1338,419,881,1364,267,1015,0.2030956169535657,49.5,0.8,0.198,Trump
8117,Summit,County,15312,9347,5571,16174,9557,5100,-0.028961752023029586,38.2,0.8140000000000001,0.499,Clinton
8119,Teller,County,13407,4333,8702,14444,3603,9745,0.09935392541916244,49.5,0.897,0.326,Trump
8121,Washington,County,2591,468,2076,2733,296,2299,0.1122844522321984,42.8,0.883,0.16,Trump
8123,Weld,County,115866,49050,63775,135430,46519,76651,0.09540486198376014,34,0.667,0.268,Trump
8125,Yuma,County,4577,987,3490,4791,726,3850,0.10519117964200497,37.2,0.768,0.214,Trump
9001,Fairfield,County,396130,217294,175168,421209,243852,160077,-0.09254788456197374,39.9,0.635,0.46399999999999997,Clinton
9003,Hartford,County,392240,244639,143238,406864,240403,148173,0.031832660278962366,40.2,0.633,0.369,Clinton
9005,Litchfield,County,92427,43856,47201,97442,39775,53051,0.10005442747170835,46.4,0.899,0.34,Trump
9007,Middlesex,County,83538,47855,34591,88624,45357,38867,0.08554731356282923,44.7,0.847,0.409,Clinton
9009,New Haven,County,361059,218998,138364,379006,205609,159048,0.10047608367644213,39.8,0.648,0.34299999999999997,Clinton
9011,New London,County,115102,67144,46119,123528,62278,54058,0.11612045422534767,40.9,0.765,0.324,Clinton
9013,Tolland,County,70991,39366,30450,77424,38506,34194,0.06990006000981895,37.8,0.8590000000000001,0.389,Clinton
9015,Windham,County,46588,25957,19768,50823,21792,25747,0.2106644655585361,40.7,0.838,0.239,Trump
10001,Kent,County,68680,35527,32135,74729,33351,36991,0.09809780466079052,37.2,0.633,0.231,Trump
10003,New Castle,County,252012,167082,81230,262979,162919,85525,0.04636905419736809,37.6,0.5920000000000001,0.354,Clinton
10005,Sussex,County,93229,39975,52119,106106,39333,62611,0.08912449152438451,47.6,0.748,0.239,Trump
11001,District of Columbia,County,293764,267070,21381,311268,282830,12723,-0.03141524560104769,33.8,0.358,0.5539999999999999,Clinton
12001,Alachua,County,120418,69699,48797,130100,75820,46834,-0.049219146950701786,31,0.625,0.415,Clinton
12003,Baker,County,11368,2311,8975,12705,2112,10294,0.05779152926488351,36.5,0.821,0.128,Trump
12005,Bay,County,79861,22051,56876,88222,21797,62194,0.021831485259298122,39.7,0.777,0.225,Trump
12007,Bradford,County,11635,3325,8219,12158,2924,8913,0.07197004941313812,41,0.748,0.11800000000000001,Trump
12009,Brevard,County,285559,122993,159300,318141,119679,181848,0.06826975190805826,47,0.758,0.27699999999999997,Trump
12011,Broward,County,756422,508312,244101,837388,553320,260951,1.4647049283494917e-4,40,0.392,0.31,Clinton
12013,Calhoun,County,6152,1664,4366,6128,1241,4655,0.11790812047791882,40.6,0.772,0.105,Trump
12015,Charlotte,County,84682,35906,47996,97187,33445,60218,0.13270981104992496,57.7,0.846,0.21600000000000003,Trump
12017,Citrus,County,73935,28460,44662,80412,22789,54456,0.17467094927748186,55.7,0.889,0.17800000000000002,Trump
12019,Clay,County,96589,25759,70022,107317,27822,74963,-0.01899258410148369,39.4,0.7490000000000001,0.239,Trump
12021,Collier,County,149112,51698,96520,172510,61085,105423,-0.04357585844104195,49.2,0.642,0.33899999999999997,Trump
12023,Columbia,County,27163,8462,18429,28864,7601,20368,0.07538272708457189,40.7,0.733,0.159,Trump
12027,DeSoto,County,9865,4174,5587,10903,3781,6778,0.13164481948104417,40.2,0.55,0.1,Trump
12029,Dixie,County,6941,1798,5052,7246,1270,5822,0.15940013782027712,46.3,0.85,0.064,Trump
12031,Duval,County,411848,196737,211615,436573,205704,211672,-0.02245487028444599,36,0.547,0.281,Trump
12033,Escambia,County,148502,58185,88711,154172,57461,88808,-0.0022346631330310562,37.1,0.652,0.249,Trump
12035,Flagler,County,50595,23207,26969,57987,22026,33850,0.12955259899564167,50.1,0.75,0.233,Trump
12037,Franklin,County,5474,1845,3570,6059,1744,4125,0.07784308640108956,43.8,0.7829999999999999,0.16699999999999998,Trump
12039,Gadsden,County,22499,15770,6630,22214,15020,6728,0.032962164443886166,40.3,0.32899999999999996,0.175,Clinton
12041,Gilchrist,County,7909,1885,5917,8472,1458,6740,0.11366657031571703,42.3,0.873,0.12300000000000001,Trump
12043,Glades,County,3989,1603,2344,4382,1271,2996,0.20789502258550124,45.1,0.609,0.08900000000000001,Trump
12045,Gulf,County,7108,2014,4995,7331,1720,5329,0.07290639567851448,44.5,0.738,0.16699999999999998,Trump
12047,Hamilton,County,5407,2228,3138,5491,1904,3443,0.11197646521265847,40.9,0.547,0.102,Trump
12049,Hardee,County,7226,2463,4696,7645,2149,5242,0.0955551830583441,34.3,0.47600000000000003,0.096,Trump
12051,Hendry,County,10185,4751,5355,11182,4615,6195,0.08199561905499468,33.8,0.33899999999999997,0.091,Trump
12053,Hernando,County,83667,37830,44938,94651,31795,58970,0.20215153657400958,48.9,0.8009999999999999,0.16399999999999998,Trump
12055,Highlands,County,42444,16148,25915,46011,14937,29565,0.08780899967578526,52.6,0.6890000000000001,0.165,Trump
12057,Hillsborough,County,542102,286467,250186,603890,307896,266870,-0.0010096941853105085,36.6,0.512,0.314,Clinton
12059,Holmes,County,8274,1264,6919,8556,853,7483,0.09142853074620616,42.3,0.8740000000000001,0.12300000000000001,Trump
12061,Indian River,County,71464,27492,43450,80769,29043,48620,0.019081354699932773,51.4,0.764,0.272,Trump
12063,Jackson,County,20941,7342,13418,21159,6397,14257,0.08132461951310238,41.3,0.657,0.13699999999999998,Trump
12065,Jefferson,County,7808,3945,3808,7689,3541,3930,0.06813786101179245,45.5,0.58,0.19,Trump
12067,Lafayette,County,3399,687,2668,3411,518,2809,0.08883206634058394,38.4,0.693,0.136,Trump
12069,Lake,County,150811,61799,87643,170462,62838,102188,0.05947642767574671,46.7,0.7190000000000001,0.217,Trump
12071,Lee,County,266166,110157,154163,329762,124908,191551,0.03676132511901398,47.3,0.691,0.267,Trump
12073,Leon,County,148353,90881,55805,153881,92068,53821,-0.01211313557844762,30.3,0.574,0.452,Clinton
12075,Levy,County,18399,6119,12054,19499,5101,13775,0.12227144639227094,46.6,0.805,0.11199999999999999,Trump
12077,Liberty,County,3284,942,2301,3312,651,2543,0.15743143450605185,36.9,0.737,0.125,Trump
12079,Madison,County,8715,4176,4474,8540,3526,4851,0.12095830629308804,41.6,0.545,0.12300000000000001,Trump
12081,Manatee,County,153491,66503,85627,180757,71224,101944,0.04535830002491471,47.1,0.721,0.27899999999999997,Trump
12083,Marion,County,161385,66831,93043,175900,62041,107833,0.09791067279095572,48.5,0.72,0.184,Trump
12085,Martin,County,78873,30107,48183,86633,30185,53204,0.036528510264905056,51.1,0.794,0.315,Trump
12086,Miami-Dade,County,878314,541440,332981,987191,624146,333999,-0.056571766120751266,39.3,0.145,0.273,Clinton
12087,Monroe,County,39057,19404,19234,42977,18971,21904,0.07259841874406602,46.7,0.6829999999999999,0.311,Trump
12089,Nassau,County,40528,10251,29929,46992,10869,34266,0.012352397787408487,44.6,0.875,0.245,Trump
12091,Okaloosa,County,94798,23421,70168,102096,23780,71893,-0.021869671145520964,36.8,0.7490000000000001,0.294,Trump
12093,Okeechobee,County,12324,4856,7328,13761,3959,9356,0.1916111087406962,40.2,0.638,0.107,Trump
12095,Orange,County,466359,273665,188589,551902,329894,195216,-0.06159922224214681,34.5,0.42700000000000005,0.319,Clinton
12097,Osceola,County,108698,67239,40592,141467,85458,50301,-0.003370217238439527,35.8,0.355,0.187,Clinton
12099,Palm Beach,County,600721,349651,247398,666212,374673,272402,0.01670592778981228,44.3,0.569,0.342,Clinton
12101,Pasco,County,213573,98263,112427,243265,90142,142101,0.14727087329901273,44.6,0.773,0.225,Trump
12103,Pinellas,County,457702,239104,213258,497485,233701,239201,0.06752466600240664,47.4,0.753,0.295,Trump
12105,Polk,County,248683,114622,131577,286969,117433,157430,0.07119825618605133,40.4,0.619,0.195,Trump
12107,Putnam,County,31324,11667,19326,33301,10094,22138,0.11716181801442535,44.5,0.7190000000000001,0.127,Trump
12109,St. Johns,County,114795,35190,78513,137846,43099,88684,-0.0466993622788886,42.9,0.841,0.425,Trump
12111,St. Lucie,County,123027,65869,56202,141993,66881,70289,0.10257743064730447,44.3,0.593,0.198,Trump
12113,Santa Rosa,County,76846,17768,58186,88684,18464,65339,0.002601072672364091,39.5,0.831,0.26899999999999996,Trump
12115,Sarasota,County,207480,95119,110504,231353,97870,124438,0.04068577393815517,54.5,0.8370000000000001,0.331,Trump
12117,Seminole,County,208620,96445,109943,227526,105914,109443,-0.04919105560899832,39.2,0.634,0.358,Trump
12119,Sumter,County,60479,19524,40646,77238,22638,52730,0.04035578106785115,66,0.847,0.298,Trump
12121,Suwannee,County,17629,4751,12672,18787,3964,14287,0.10015923409804961,41.9,0.7559999999999999,0.12,Trump
12123,Taylor,County,9120,2764,6249,9348,2152,6930,0.12899818142918273,41.3,0.722,0.098,Trump
12125,Union,County,5393,1339,3980,5722,1014,4568,0.13140261759178418,39.7,0.7020000000000001,0.076,Trump
12127,Volusia,County,234536,114748,117490,263278,109091,143007,0.1171308366902823,46.5,0.736,0.22399999999999998,Trump
12129,Wakulla,County,14660,5175,9290,15444,4348,10512,0.11842362831448783,40.2,0.7909999999999999,0.166,Trump
12131,Walton,County,28494,6671,21490,33898,6876,25756,0.036890611056701106,43.4,0.8440000000000001,0.263,Trump
12133,Washington,County,10999,2820,8038,11211,2264,8637,0.09405278440627285,42,0.7759999999999999,0.11,Trump
13001,Appling,County,7086,1758,5233,7012,1434,5494,0.0886038031009781,38.8,0.7,0.11900000000000001,Trump
13003,Atkinson,County,2902,930,1938,2610,697,1878,0.10514376397833708,35.3,0.564,0.067,Trump
13005,Bacon,County,3931,791,3093,4020,608,3364,0.09997051121902567,36.9,0.741,0.132,Trump
13007,Baker,County,1589,794,785,1440,650,775,0.09246949514019999,45.9,0.502,0.11,Trump
13009,Baldwin,County,16238,8483,7589,16116,7970,7697,0.03811635411709496,34.3,0.531,0.184,Clinton
13011,Banks,County,6195,780,5354,6975,684,6134,0.04302463832261538,40.9,0.884,0.11,Trump
13013,Barrow,County,25199,6028,18725,29061,6580,21108,-0.003955227104201209,35,0.737,0.168,Trump
13015,Bartow,County,35802,8396,26876,39733,8212,29911,0.029948072480505905,37.4,0.7879999999999999,0.185,Trump
13017,Ben Hill,County,5956,2512,3396,5936,2101,3739,0.12752163665623378,39.1,0.568,0.106,Trump
13019,Berrien,County,6201,1273,4843,6590,1047,5422,0.08817107916658407,39.2,0.8240000000000001,0.12300000000000001,Trump
13021,Bibb,County,64718,38585,25623,62596,36787,24043,-0.0033069733953204894,35.8,0.39899999999999997,0.24600000000000002,Clinton
13023,Bleckley,County,4907,1269,3587,4974,1101,3719,0.053950565356810753,37.2,0.69,0.177,Trump
13025,Brantley,County,6002,939,4964,6301,619,5567,0.11466238228478143,39.9,0.9279999999999999,0.095,Trump
13027,Brooks,County,6742,3138,3554,6336,2528,3701,0.12342981693230134,42.6,0.5720000000000001,0.124,Trump
13029,Bryan,County,13453,3707,9560,15173,4014,10529,-0.005689107008159444,34.9,0.747,0.33299999999999996,Trump
13031,Bulloch,County,24085,9593,14174,25316,9261,15097,0.04032477932329584,27.4,0.642,0.282,Trump
13033,Burke,County,9779,5405,4301,9351,4731,4491,0.08722927483395226,37.1,0.47100000000000003,0.10400000000000001,Clinton
13035,Butts,County,9381,2968,6306,9514,2566,6717,0.0804787885791633,38.5,0.669,0.102,Trump
13037,Calhoun,County,2188,1298,883,2025,1179,830,0.01732525334597243,38.4,0.324,0.10300000000000001,Clinton
13039,Camden,County,17983,6377,11343,19069,5930,12310,0.05842474325489061,31.5,0.7040000000000001,0.226,Trump
13043,Candler,County,3528,1157,2344,3763,1026,2664,0.0988397440648684,37.6,0.627,0.142,Trump
13045,Carroll,County,41549,12688,28280,44459,12464,30029,0.01981535413803398,34.1,0.715,0.182,Trump
13047,Catoosa,County,23678,5365,17858,26940,4771,20876,0.0701893719704978,39.3,0.917,0.19699999999999998,Trump
13049,Charlton,County,3764,1197,2527,4016,1004,2951,0.13146325431536343,41.4,0.622,0.09,Trump
13051,Chatham,County,108628,60246,47204,113051,62290,45688,-0.02679294866479401,34.6,0.495,0.32899999999999996,Clinton
13053,Chattahoochee,County,1490,729,735,1390,594,751,0.1089227946501859,23.1,0.6,0.301,Trump
13055,Chattooga,County,7822,2232,5452,8252,1613,6462,0.17595570146372397,40.3,0.8290000000000001,0.08900000000000001,Trump
13057,Cherokee,County,98220,19841,76514,112784,25231,80649,-0.08563658760783771,37.7,0.802,0.355,Trump
13059,Clarke,County,40368,25431,13815,45476,29603,12717,-0.08356406311298353,26.8,0.5589999999999999,0.408,Clinton
13061,Clay,County,1402,862,537,1273,697,566,0.12890517754347117,44.1,0.29100000000000004,0.07400000000000001,Clinton
13063,Clayton,County,96067,81479,14164,93580,78220,12645,-2.8456777177221504e-5,32.4,0.11900000000000001,0.19,Clinton
13065,Clinch,County,2472,852,1598,2455,686,1727,0.12225265128296392,37.2,0.6609999999999999,0.14400000000000002,Trump
13067,Cobb,County,310116,133124,171722,334058,160121,152912,-0.14604318902421493,36.2,0.5379999999999999,0.45,Clinton
13069,Coffee,County,14454,5057,9248,13915,4094,9588,0.10487138973250837,35.6,0.59,0.131,Trump
13071,Colquitt,County,13328,3973,9243,13624,3463,9898,0.07692008100950304,35.8,0.569,0.129,Trump
13073,Columbia,County,58923,16451,41765,65207,18887,43085,-0.058516399084298676,36.5,0.7070000000000001,0.35100000000000003,Trump
13075,Cook,County,6031,2042,3935,6057,1753,4176,0.08615472417330228,36.5,0.6509999999999999,0.138,Trump
13077,Coweta,County,55555,15168,39653,62210,16583,42533,-0.02359889858342401,37.9,0.718,0.281,Trump
13079,Crawford,County,5133,1706,3368,5176,1421,3635,0.10395617230810367,43.7,0.737,0.131,Trump
13081,Crisp,County,7396,3167,4182,7512,2837,4549,0.09066567945946663,38.4,0.508,0.151,Trump
13083,Dade,County,6020,1411,4471,6242,965,5051,0.14629223745264375,40.3,0.94,0.138,Trump
13085,Dawson,County,10244,1241,8847,11820,1448,9900,-0.02742418326174667,42.8,0.9309999999999999,0.298,Trump
13087,Decatur,County,10485,4591,5824,10286,4124,6020,0.06673164658158637,37.8,0.512,0.16899999999999998,Trump
13089,DeKalb,County,306265,238224,64392,317849,251370,51468,-0.06133438652738421,35.2,0.292,0.41700000000000004,Clinton
13091,Dodge,County,7733,2442,5214,7009,1839,5021,0.09552400317657017,40.4,0.653,0.135,Trump
13093,Dooly,County,4298,2285,1985,3859,1872,1951,0.09027153170671473,42.3,0.426,0.113,Trump
13095,Dougherty,County,37919,26295,11449,34087,23311,10232,0.0078241000257111,34.6,0.265,0.198,Clinton
13097,Douglas,County,55267,28441,26241,57738,31005,24817,-0.06736702873674216,36.1,0.446,0.261,Clinton
13099,Early,County,5353,2765,2557,4785,2168,2552,0.11910749955932484,40.3,0.465,0.141,Trump
13101,Echols,County,1102,173,917,1182,156,1007,0.044830042900003364,37.1,0.635,0.079,Trump
13103,Effingham,County,20816,4947,15596,23458,4853,17874,0.04349952658779033,36.1,0.7979999999999999,0.183,Trump
13105,Elbert,County,8143,3181,4859,7987,2539,5292,0.13861855307334198,42.1,0.638,0.11699999999999999,Trump
13107,Emanuel,County,8083,2927,5100,7860,2435,5335,0.1001209147209659,36.9,0.598,0.11699999999999999,Trump
13109,Evans,County,3563,1268,2268,3613,1130,2404,0.07195319176339471,37.1,0.569,0.151,Trump
13111,Fannin,County,10017,2028,7857,11876,1923,9632,0.06721353254872575,50.3,0.955,0.177,Trump
13113,Fayette,County,58568,19736,38075,61511,23284,35048,-0.121872861745465,43.5,0.65,0.45799999999999996,Trump
13115,Floyd,County,32829,9640,22733,34860,9159,24114,0.0301775108685286,38.3,0.7170000000000001,0.198,Trump
13117,Forsyth,County,81731,14571,65908,98964,23462,69851,-0.1593753098547589,38.1,0.764,0.483,Trump
13119,Franklin,County,7762,1499,6114,8550,1243,7054,0.08508586591446399,40.7,0.843,0.126,Trump
13121,Fulton,County,397413,255470,137124,438751,297051,117783,-0.11079613988182907,35,0.40299999999999997,0.498,Clinton
13123,Gilmer,County,11018,1958,8926,12773,1965,10477,0.03398602263007211,46.1,0.861,0.17800000000000002,Trump
13125,Glascock,County,1333,176,1135,1390,138,1235,0.06977877562915913,40.6,0.8759999999999999,0.08199999999999999,Trump
13127,Glynn,County,33133,11950,20893,34437,11775,21512,0.012836034715867695,40.6,0.64,0.282,Trump
13129,Gordon,County,16897,3440,13197,19062,3181,15191,0.05260953055899986,37,0.785,0.129,Trump
13131,Grady,County,9396,3419,5924,9213,3013,6053,0.06336571303334909,39.8,0.588,0.128,Trump
13133,Greene,County,8323,3201,5071,8852,3199,5490,0.034132966541412374,48.3,0.561,0.247,Trump
13135,Gwinnett,County,296728,132509,159855,330950,166153,146989,-0.15006450320269832,34.8,0.40299999999999997,0.349,Clinton
13137,Habersham,County,14641,2301,12166,16333,2483,13190,-0.018248783023954607,39.5,0.778,0.175,Trump
13139,Hall,County,61364,12999,47481,71142,16180,51733,-0.06217857405621802,35.8,0.621,0.225,Trump
13141,Hancock,County,4088,3308,769,3580,2701,843,0.1020916922673255,44.1,0.239,0.109,Clinton
13143,Haralson,County,10376,1789,8446,11357,1475,9585,0.07252031716977614,40.8,0.9109999999999999,0.138,Trump
13145,Harris,County,15488,4145,11197,16502,4086,11936,0.020379667227914233,42.8,0.774,0.266,Trump
13147,Hart,County,9511,2870,6517,10117,2585,7286,0.08121269653102026,43.1,0.757,0.13699999999999998,Trump
